Instrucción,Fecha Resultado
18/05/07 este miércoles siguiente gracias,23/05/07
10/12/09 en tres días por favor,13/12/09
27/02/14 el siguiente martes gracias,04/03/14
24/05/22 por favor el próximo jueves,26/05/22
29/04/46 este lunes,30/04/46
29/03/58 el martes próximo,02/04/58
02/09/11 el siguiente martes gracias,06/09/11
16/04/53 en un par de días,18/04/53
23/10/36 el siguiente martes gracias,28/10/36
27/08/28 este miércoles que viene,30/08/28
03/07/40 mañana por favor,04/07/40
01/12/42 por favor el próximo jueves,04/12/42
23/12/11 el próximo martes,27/12/11
21/05/23 en un par de días por favor,23/05/23
25/07/15 en tres días,28/07/15
15/03/53 en un par de días,17/03/53
22/05/29 el viernes próximo,25/05/29
12/04/25 por favor mañana,13/04/25
27/10/17 el martes por favor,31/10/17
28/07/07 el siguiente lunes,30/07/07
09/03/37 por favor mañana,10/03/37
23/12/32 por favor este lunes,27/12/32
26/04/16 este jueves que viene,28/04/16
21/04/35 el siguiente viernes,27/04/35
07/11/33 el lunes que viene,14/11/33
04/03/51 el siguiente viernes,10/03/51
20/02/20 por favor este jueves,27/02/20
10/11/01 por favor este miércoles próximo,14/11/01
22/01/02 en un par de días por favor,24/01/02
08/02/50 pasado mañana por favor,10/02/50
20/01/58 el martes siguiente,22/01/58
27/11/54 el viernes,04/12/54
20/03/56 el siguiente jueves,23/03/56
08/07/20 el próximo martes gracias,14/07/20
25/12/07 el miércoles,26/12/07
26/06/41 pasado mañana,28/06/41
14/10/17 este jueves que viene,19/10/17
27/06/23 este martes por favor,04/07/23
20/02/15 el jueves siguiente por favor,26/02/15
19/06/04 este lunes próximo por favor,21/06/04
24/12/35 en tres días,27/12/35
11/06/55 este jueves que viene gracias,17/06/55
24/06/38 el siguiente jueves,01/07/38
11/11/53 el próximo lunes,17/11/53
04/05/23 el próximo lunes,08/05/23
22/05/13 el jueves que viene,23/05/13
28/12/07 el lunes siguiente,31/12/07
03/01/33 en tres días,06/01/33
06/04/15 el lunes,13/04/15
21/11/50 el viernes que viene,25/11/50
12/07/10 este martes siguiente por favor,13/07/10
07/04/01 en tres días gracias,10/04/01
05/03/47 el siguiente lunes,11/03/47
15/01/39 este martes,18/01/39
14/09/40 en un par de días,16/09/40
06/06/60 este martes,08/06/60
01/05/44 por favor en tres días,04/05/44
19/08/10 este miércoles por favor,25/08/10
20/02/20 el siguiente viernes,21/02/20
23/03/18 el próximo jueves,29/03/18
03/02/17 este miércoles que viene,08/02/17
18/11/23 pasado mañana gracias,20/11/23
31/10/25 el próximo martes gracias,04/11/25
01/05/44 el martes que viene,03/05/44
11/04/34 este martes por favor,18/04/34
06/09/11 en un par de días por favor,08/09/11
11/09/38 por favor mañana,12/09/38
15/07/18 en tres días,18/07/18
01/11/53 por favor este viernes que viene,07/11/53
04/05/19 en un par de días,06/05/19
21/05/25 este miércoles próximo,28/05/25
02/10/60 este martes que viene gracias,05/10/60
27/12/16 este martes,03/01/17
12/07/37 por favor mañana,13/07/37
07/03/16 este miércoles próximo,09/03/16
25/08/36 el miércoles,27/08/36
03/02/13 el siguiente viernes,08/02/13
31/07/02 el próximo miércoles,07/08/02
13/01/26 por favor este martes,20/01/26
27/06/23 este jueves siguiente,29/06/23
15/02/21 por favor el siguiente martes,16/02/21
01/06/55 el martes,08/06/55
16/06/40 mañana,17/06/40
11/04/22 este jueves siguiente,14/04/22
28/02/33 el martes próximo gracias,01/03/33
17/04/52 este jueves gracias,18/04/52
24/01/58 por favor en tres días,27/01/58
07/02/41 pasado mañana gracias,09/02/41
10/09/07 en un par de días,12/09/07
04/12/00 este jueves,07/12/00
24/01/42 el siguiente viernes,31/01/42
13/12/11 en un par de días por favor,15/12/11
31/12/28 este lunes,01/01/29
01/09/35 este jueves,06/09/35
14/01/19 el lunes por favor,21/01/19
28/05/34 el próximo martes,30/05/34
22/12/37 en tres días,25/12/37
29/07/53 este viernes,01/08/53
27/12/22 el lunes,02/01/23
21/07/06 el próximo viernes,28/07/06
19/07/08 en un par de días gracias,21/07/08
20/12/49 el próximo jueves,23/12/49
09/04/05 el próximo viernes,15/04/05
03/09/04 por favor el siguiente jueves,09/09/04
11/11/29 este jueves que viene,15/11/29
25/01/21 por favor el lunes siguiente,01/02/21
01/04/42 el próximo lunes,07/04/42
14/10/31 el martes por favor,21/10/31
26/05/54 en un par de días gracias,28/05/54
06/03/60 pasado mañana,08/03/60
01/09/53 el martes próximo por favor,02/09/53
31/01/04 en un par de días gracias,02/02/04
24/06/00 por favor el miércoles que viene,28/06/00
03/10/22 por favor este jueves,06/10/22
06/04/45 el viernes próximo,07/04/45
04/08/55 en tres días,07/08/55
05/03/34 el viernes que viene,10/03/34
20/02/27 el jueves siguiente,25/02/27
30/05/35 este viernes próximo,01/06/35
21/03/60 este lunes siguiente,22/03/60
10/04/33 este jueves,14/04/33
12/11/11 en un par de días,14/11/11
14/03/50 el jueves siguiente,17/03/50
09/09/03 el miércoles siguiente por favor,10/09/03
29/01/52 mañana,30/01/52
03/02/16 por favor mañana,04/02/16
09/05/23 por favor el próximo martes,16/05/23
29/03/15 el viernes,03/04/15
11/03/45 por favor el próximo viernes,17/03/45
19/03/44 el martes siguiente por favor,22/03/44
06/06/30 el siguiente miércoles,12/06/30
29/12/41 este viernes por favor,03/01/42
01/11/11 mañana,02/11/11
16/01/08 el miércoles gracias,23/01/08
19/06/28 este viernes,23/06/28
02/08/47 el miércoles,07/08/47
03/11/38 mañana,04/11/38
20/09/12 el próximo lunes,24/09/12
12/05/23 el miércoles,17/05/23
25/06/10 el viernes gracias,02/07/10
08/02/28 este jueves,10/02/28
18/12/03 el siguiente jueves gracias,25/12/03
22/06/11 el lunes siguiente,27/06/11
14/10/44 este lunes,17/10/44
17/03/25 en tres días gracias,20/03/25
07/05/32 el próximo jueves por favor,13/05/32
02/08/38 en tres días,05/08/38
19/05/25 el jueves,22/05/25
13/08/23 este jueves,17/08/23
27/12/54 el próximo jueves,31/12/54
30/08/23 el martes que viene,05/09/23
19/05/46 este miércoles siguiente,23/05/46
30/01/28 en tres días,02/02/28
04/02/39 por favor el siguiente jueves,10/02/39
20/10/14 por favor en un par de días,22/10/14
22/04/28 pasado mañana,24/04/28
28/01/44 el próximo viernes,29/01/44
27/07/13 el jueves próximo,01/08/13
07/11/49 el jueves,11/11/49
24/12/58 este viernes,27/12/58
11/02/57 en un par de días,13/02/57
22/06/39 el próximo lunes,27/06/39
09/10/04 el miércoles,13/10/04
12/12/16 el siguiente miércoles por favor,14/12/16
02/05/13 en un par de días,04/05/13
23/11/04 pasado mañana,25/11/04
15/08/20 el siguiente viernes,21/08/20
06/06/16 por favor el lunes,13/06/16
21/03/03 el martes próximo,25/03/03
10/03/42 en un par de días,12/03/42
07/05/23 por favor este martes siguiente,09/05/23
03/09/14 el próximo viernes,05/09/14
28/11/41 el lunes que viene por favor,02/12/41
25/02/39 mañana,26/02/39
29/05/10 en tres días,01/06/10
26/05/44 mañana,27/05/44
29/08/03 por favor este miércoles,03/09/03
11/08/39 el lunes siguiente gracias,15/08/39
26/12/31 este jueves gracias,01/01/32
26/04/50 el viernes siguiente,29/04/50
13/07/43 el siguiente martes,14/07/43
24/01/41 el siguiente miércoles,30/01/41
24/03/44 en un par de días por favor,26/03/44
03/02/10 este viernes próximo,05/02/10
13/04/13 por favor este martes,16/04/13
03/02/11 por favor el miércoles próximo,09/02/11
13/05/31 este jueves,15/05/31
24/05/08 en tres días por favor,27/05/08
11/04/18 el jueves,12/04/18
27/06/25 el siguiente jueves,03/07/25
16/03/16 mañana,17/03/16
05/02/15 este miércoles,11/02/15
22/08/45 en tres días,25/08/45
21/06/24 en un par de días gracias,23/06/24
13/07/50 en un par de días,15/07/50
29/06/59 en un par de días,01/07/59
17/07/52 pasado mañana gracias,19/07/52
20/01/19 el jueves siguiente por favor,24/01/19
08/05/52 el próximo miércoles,15/05/52
15/05/00 el próximo viernes,19/05/00
11/03/47 por favor el viernes que viene,15/03/47
17/03/51 el próximo viernes,24/03/51
13/03/16 el próximo miércoles por favor,16/03/16
11/05/37 el jueves que viene,14/05/37
22/11/06 por favor en un par de días,24/11/06
31/01/22 el próximo miércoles,02/02/22
08/09/44 el siguiente jueves,15/09/44
22/09/60 el viernes,24/09/60
17/06/08 el viernes próximo,20/06/08
26/06/29 por favor el jueves siguiente,28/06/29
30/04/02 en tres días,03/05/02
03/07/25 el próximo lunes,07/07/25
11/12/10 el siguiente martes,14/12/10
13/05/35 el martes,15/05/35
06/07/33 por favor el miércoles próximo,13/07/33
17/12/52 este martes próximo,24/12/52
07/07/09 en tres días gracias,10/07/09
09/01/29 el siguiente martes por favor,16/01/29
17/10/13 pasado mañana por favor,19/10/13
04/08/02 este lunes,05/08/02
10/04/07 en un par de días gracias,12/04/07
15/04/41 por favor mañana,16/04/41
03/03/59 por favor el próximo lunes,10/03/59
18/01/43 el próximo martes,20/01/43
25/09/40 en tres días,28/09/40
15/05/56 el lunes,22/05/56
29/02/24 el siguiente martes gracias,05/03/24
22/04/53 el próximo jueves,24/04/53
12/01/59 en tres días,15/01/59
09/07/00 por favor el miércoles que viene,12/07/00
21/07/29 el jueves,26/07/29
07/12/03 este martes,09/12/03
13/11/58 el próximo miércoles gracias,20/11/58
01/11/55 el próximo jueves,04/11/55
25/08/40 este lunes,27/08/40
23/02/29 este lunes que viene,26/02/29
23/01/51 el siguiente miércoles gracias,25/01/51
08/08/11 el siguiente jueves,11/08/11
18/12/18 este jueves que viene gracias,20/12/18
14/05/04 el jueves,20/05/04
28/09/57 el siguiente martes por favor,02/10/57
20/05/25 el jueves siguiente,22/05/25
28/12/28 el miércoles por favor,03/01/29
24/12/04 este jueves próximo,30/12/04
06/05/06 el siguiente viernes,12/05/06
01/02/49 el próximo martes por favor,02/02/49
12/01/54 este viernes siguiente,16/01/54
20/03/34 en tres días,23/03/34
20/04/08 el jueves que viene por favor,24/04/08
13/10/35 el viernes próximo,19/10/35
22/11/22 el viernes que viene,25/11/22
21/12/15 por favor el lunes siguiente,28/12/15
15/07/21 por favor este miércoles que viene,21/07/21
15/10/35 por favor este viernes que viene,19/10/35
01/01/08 en tres días por favor,04/01/08
03/11/01 el jueves próximo gracias,08/11/01
06/09/18 el viernes próximo,07/09/18
14/08/14 en un par de días,16/08/14
08/11/34 en tres días gracias,11/11/34
06/02/36 el viernes siguiente,08/02/36
24/07/25 el martes,29/07/25
22/01/58 este viernes,25/01/58
05/09/58 mañana por favor,06/09/58
29/10/13 este jueves que viene,31/10/13
26/10/10 el próximo martes,02/11/10
13/10/26 el lunes próximo por favor,19/10/26
14/01/44 el próximo miércoles,20/01/44
15/10/38 el siguiente jueves,21/10/38
27/10/27 en tres días,30/10/27
21/02/54 el miércoles,25/02/54
12/10/11 el próximo jueves,13/10/11
18/03/32 mañana,19/03/32
15/09/59 el siguiente lunes,22/09/59
15/08/08 el siguiente miércoles gracias,20/08/08
18/12/32 este lunes que viene,20/12/32
28/12/45 el martes,02/01/46
06/12/17 este miércoles gracias,13/12/17
04/12/43 el lunes,07/12/43
18/12/39 el miércoles siguiente,21/12/39
25/10/34 este miércoles próximo,01/11/34
28/09/42 mañana,29/09/42
01/02/24 por favor el próximo miércoles,07/02/24
07/07/50 el siguiente miércoles por favor,13/07/50
09/11/53 el próximo viernes por favor,14/11/53
15/12/37 en tres días,18/12/37
04/02/08 este lunes por favor,11/02/08
27/11/37 por favor este lunes,30/11/37
13/01/33 el lunes próximo,17/01/33
27/01/55 por favor este lunes,01/02/55
19/09/16 por favor el jueves,22/09/16
11/12/38 por favor el siguiente miércoles,15/12/38
31/07/56 el próximo viernes,04/08/56
21/03/38 el miércoles,24/03/38
03/05/08 en tres días,06/05/08
18/08/03 por favor el siguiente jueves,21/08/03
20/01/46 este viernes siguiente,26/01/46
29/08/30 el miércoles,04/09/30
01/08/41 el miércoles,07/08/41
07/09/60 el miércoles,08/09/60
12/02/20 este lunes por favor,17/02/20
05/02/58 el próximo jueves por favor,07/02/58
29/11/13 este viernes gracias,06/12/13
08/06/44 pasado mañana,10/06/44
21/04/47 este miércoles,24/04/47
24/06/56 en un par de días,26/06/56
24/01/58 este martes,29/01/58
26/01/47 en un par de días gracias,28/01/47
14/07/07 este miércoles siguiente,18/07/07
29/01/26 este miércoles por favor,04/02/26
02/01/42 este viernes por favor,03/01/42
28/03/39 el miércoles siguiente por favor,30/03/39
07/02/07 este miércoles,14/02/07
06/11/42 el próximo lunes gracias,10/11/42
13/12/26 este martes próximo,15/12/26
01/05/13 el viernes siguiente gracias,03/05/13
19/06/11 el miércoles que viene,22/06/11
13/12/26 este viernes próximo,18/12/26
22/04/22 este miércoles siguiente,27/04/22
05/12/46 este viernes,07/12/46
16/05/38 en un par de días gracias,18/05/38
05/07/26 el próximo viernes por favor,10/07/26
02/01/51 por favor el siguiente miércoles,04/01/51
12/04/04 este lunes,19/04/04
06/06/49 este martes siguiente,08/06/49
12/11/06 mañana,13/11/06
17/01/04 por favor el siguiente jueves,22/01/04
22/01/46 el siguiente jueves gracias,25/01/46
27/08/09 el próximo jueves gracias,03/09/09
24/10/45 el lunes siguiente gracias,30/10/45
13/02/38 el lunes,15/02/38
19/01/37 por favor este lunes,26/01/37
23/06/08 por favor este miércoles próximo,25/06/08
07/09/41 este viernes próximo,13/09/41
15/04/59 el próximo martes,22/04/59
31/12/50 este miércoles próximo,04/01/51
24/09/22 mañana gracias,25/09/22
21/11/31 este miércoles,26/11/31
12/11/22 por favor en un par de días,14/11/22
13/07/52 pasado mañana gracias,15/07/52
03/05/07 por favor el próximo martes,08/05/07
01/03/45 el martes próximo,07/03/45
17/06/01 este miércoles que viene,20/06/01
22/03/10 mañana,23/03/10
09/05/59 por favor mañana,10/05/59
11/07/41 este lunes que viene,15/07/41
09/02/16 en un par de días gracias,11/02/16
06/05/16 el lunes,09/05/16
03/04/35 mañana,04/04/35
23/01/04 mañana,24/01/04
22/06/07 este viernes,29/06/07
05/05/37 por favor pasado mañana,07/05/37
14/09/26 el lunes,21/09/26
01/03/28 este miércoles que viene por favor,08/03/28
05/09/52 pasado mañana,07/09/52
26/10/40 el jueves por favor,01/11/40
18/02/60 este lunes siguiente,23/02/60
13/05/40 pasado mañana,15/05/40
19/12/55 el próximo viernes,24/12/55
12/10/23 pasado mañana,14/10/23
15/08/30 por favor el miércoles próximo,21/08/30
16/10/16 pasado mañana,18/10/16
08/12/18 mañana,09/12/18
08/08/16 este lunes,15/08/16
07/01/07 por favor el siguiente lunes,08/01/07
11/03/54 el martes que viene,17/03/54
07/04/23 el siguiente martes gracias,11/04/23
31/05/60 el siguiente lunes,07/06/60
16/07/09 pasado mañana,18/07/09
01/12/38 este viernes que viene,03/12/38
10/12/47 el próximo lunes,16/12/47
10/08/01 este jueves próximo,16/08/01
10/07/00 mañana,11/07/00
07/06/35 el próximo miércoles,13/06/35
20/06/10 este jueves por favor,24/06/10
11/03/01 el próximo viernes,16/03/01
29/05/15 el siguiente miércoles,03/06/15
01/11/58 en tres días,04/11/58
21/10/42 en un par de días,23/10/42
13/04/41 en un par de días,15/04/41
05/05/36 el miércoles,07/05/36
03/01/59 el siguiente martes gracias,07/01/59
30/12/53 en tres días,02/01/54
31/08/43 pasado mañana,02/09/43
02/03/27 el siguiente martes,09/03/27
27/06/55 por favor este miércoles que viene,30/06/55
01/05/55 el martes por favor,04/05/55
12/05/32 en tres días,15/05/32
13/06/60 en tres días,16/06/60
25/07/60 este viernes,30/07/60
09/06/35 este miércoles,13/06/35
25/02/27 el jueves por favor,04/03/27
11/11/07 el próximo viernes,16/11/07
22/03/11 en tres días,25/03/11
14/02/12 el martes,21/02/12
30/03/01 este miércoles que viene,04/04/01
12/02/17 el miércoles,15/02/17
15/01/10 el siguiente viernes gracias,22/01/10
04/06/01 este martes,05/06/01
19/11/16 el jueves próximo por favor,24/11/16
28/05/02 el siguiente viernes gracias,31/05/02
09/10/18 el jueves que viene,11/10/18
01/03/43 el miércoles gracias,04/03/43
11/03/58 pasado mañana,13/03/58
08/01/13 el jueves,10/01/13
16/04/58 el siguiente martes por favor,23/04/58
09/09/21 este viernes que viene,10/09/21
04/02/39 por favor el jueves que viene,10/02/39
01/03/56 este martes por favor,07/03/56
26/04/48 este viernes gracias,01/05/48
15/02/17 el jueves próximo,16/02/17
22/09/07 el próximo viernes por favor,28/09/07
30/12/26 el lunes que viene,04/01/27
29/07/41 este lunes próximo,05/08/41
17/04/13 el próximo jueves,18/04/13
10/07/42 el siguiente viernes,11/07/42
06/11/37 mañana por favor,07/11/37
15/12/01 el próximo miércoles,19/12/01
13/06/10 mañana,14/06/10
25/11/14 el siguiente viernes,28/11/14
03/09/13 este jueves por favor,05/09/13
12/12/39 el próximo miércoles,14/12/39
08/07/43 en tres días,11/07/43
19/04/42 este viernes por favor,25/04/42
05/10/01 en tres días gracias,08/10/01
29/04/40 el siguiente martes,01/05/40
02/07/52 el próximo martes gracias,09/07/52
07/10/21 este miércoles próximo gracias,13/10/21
23/01/18 por favor este viernes,26/01/18
14/06/26 por favor en tres días,17/06/26
